Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon,Death rate in ongoing conflicts in a country (best estimate) - Conflict type: all,terr_contr_vdem_owid,terr_contr_vdem_high_owid,terr_contr_vdem_low_owid
Malawi,MWI,2007,5.112829,Medium,0.0,98.875,99.517,98.108
Malawi,MWI,2008,5.615784,Medium,0.0,98.875,99.517,98.108
Malawi,MWI,2009,2.2379293,Low,0.0,98.875,99.517,98.108
Malawi,MWI,2010,3.5329876,Low,0.0,98.875,99.517,98.108
Malawi,MWI,2011,2.2646103,Low,0.0,98.875,99.517,98.108
Malawi,MWI,2012,1.7906137,Very Low,0.0,98.875,99.517,98.108
Malawi,MWI,2013,,,0.0,98.75,99.59,97.91
Malawi,MWI,2014,,,0.0,98.75,99.59,97.91
Malawi,MWI,2015,,,0.0,98.75,99.59,97.91
Malawi,MWI,2016,,,0.0,98.182,99.216,97.148
Malawi,MWI,2017,,,0.0,100.0,100.0,100.0
Malawi,MWI,2018,,,0.0,100.0,100.0,100.0
Malawi,MWI,2019,,,0.0,99.75,99.989,99.511
Malawi,MWI,2020,,,0.0,100.0,100.0,100.0
Malawi,MWI,2021,,,0.0,99.875,99.992,99.758
Malaysia,MYS,1990,1.7868301,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1991,2.1312654,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1992,1.9755263,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1993,1.8897561,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1994,1.7152743,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1995,1.9665402,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1996,2.1605632,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1997,2.5412748,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1998,2.8839264,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,1999,2.6286786,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2000,2.4013789,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2001,2.1960268,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2002,2.3402767,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2003,2.2838054,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2004,1.9618487,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2005,2.329929,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2006,2.21808,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2007,2.406561,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2008,2.1580162,Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2009,1.9881488,Very Low,0.0,97.833,98.935,96.732
Malaysia,MYS,2010,1.8803715,Very Low,0.0,97.75,98.898,96.602
Malaysia,MYS,2011,1.8160553,Very Low,0.0,97.75,98.898,96.602
Malaysia,MYS,2012,2.0296552,Low,0.0033715195,97.75,98.898,96.602
Malaysia,MYS,2013,2.0806503,Low,0.23228954,97.75,98.898,96.602
Malaysia,MYS,2014,1.666315,Very Low,0.0065345694,97.75,98.898,96.602
Malaysia,MYS,2015,1.6028925,Very Low,0.0,97.75,98.898,96.602
Malaysia,MYS,2016,1.446406,Very Low,0.0031719434,97.75,98.898,96.602
Malaysia,MYS,2017,1.1852711,Very Low,0.009382091,97.143,98.465,95.82
Malaysia,MYS,2018,0.996936,Undefined,0.0,97.143,98.465,95.82
Malaysia,MYS,2019,0.94500613,Undefined,0.0,97.143,98.465,95.82
Malaysia,MYS,2020,0.76204836,Undefined,0.0,97.143,98.465,95.82
Malaysia,MYS,2021,0.72377706,Undefined,0.0029785067,97.143,98.465,95.82
Maldives,MDV,1990,0.44452938,Undefined,0.0,98.0,99.276,96.724
Maldives,MDV,1991,,,0.0,98.0,99.276,96.724
Maldives,MDV,1992,,,0.0,98.0,99.276,96.724
Maldives,MDV,1993,,,0.0,98.0,99.276,96.724
Maldives,MDV,1994,,,0.0,98.0,99.276,96.724
Maldives,MDV,1995,0.77456933,Undefined,0.0,98.0,99.276,96.724
Maldives,MDV,1996,,,0.0,98.0,99.276,96.724
Maldives,MDV,1997,2.2301517,Low,0.0,98.0,99.276,96.724
Maldives,MDV,1998,,,0.0,98.0,99.276,96.724
Maldives,MDV,1999,,,0.0,98.0,99.276,96.724
Maldives,MDV,2000,,,0.0,98.0,99.276,96.724
Maldives,MDV,2001,2.4362783,Low,0.0,98.0,99.276,96.724
Maldives,MDV,2002,2.7370687,Low,0.0,98.0,99.276,96.724
Maldives,MDV,2003,,,0.67287505,98.0,99.276,96.724
Maldives,MDV,2004,,,0.0,98.0,99.276,96.724
Maldives,MDV,2005,,,0.0,98.0,99.276,96.724
Maldives,MDV,2006,,,0.0,98.0,99.276,96.724
Maldives,MDV,2007,0.9227192,Undefined,0.0,98.0,99.276,96.724
Maldives,MDV,2008,1.4841948,Very Low,0.0,98.0,99.276,96.724
Maldives,MDV,2009,1.7190155,Very Low,0.0,98.0,99.276,96.724
Maldives,MDV,2010,1.659409,Very Low,0.0,98.0,99.276,96.724
Maldives,MDV,2011,0.8011954,Undefined,0.0,98.0,99.276,96.724
Maldives,MDV,2012,2.580382,Low,0.0,98.0,99.276,96.724
Maldives,MDV,2013,0.7486375,Undefined,0.0,97.444,98.822,96.067
Maldives,MDV,2014,,,0.0,97.444,98.822,96.067
Maldives,MDV,2015,0.9183116,Undefined,0.0,97.444,98.822,96.067
Maldives,MDV,2016,3.962554,Low,0.0,97.444,98.822,96.067
Maldives,MDV,2017,7.1966505,Medium,0.0,96.0,97.861,94.139
Maldives,MDV,2018,,,0.0,94.333,96.173,92.494
Maldives,MDV,2019,0.59463876,Undefined,0.0,96.333,98.181,94.485
Maldives,MDV,2020,,,0.0,95.667,97.385,93.948
Maldives,MDV,2021,,,0.0,94.6,96.39,92.81
Malta,MLT,1990,1.0947162,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,1991,0.813737,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,1992,1.6134259,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,1993,1.8654653,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,1994,0.79247046,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,1995,,,0.0,100.0,100.0,100.0
Malta,MLT,1996,,,0.0,100.0,100.0,100.0
Malta,MLT,1997,,,0.0,100.0,100.0,100.0
Malta,MLT,1998,1.2739421,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,1999,2.5253642,Low,0.0,100.0,100.0,100.0
Malta,MLT,2000,1.0019752,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2001,1.4919751,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2002,1.4825852,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2003,,,0.0,100.0,100.0,100.0
Malta,MLT,2004,1.7123351,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2005,0.97511506,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2006,0.0,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2007,0.9706829,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2008,1.4513736,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2009,0.96269554,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2010,0.9552125,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2011,0.7082638,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2012,2.7913015,Low,0.0,100.0,100.0,100.0
Malta,MLT,2013,1.5999086,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2014,1.3439626,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2015,0.8760815,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2016,1.06905,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2017,1.6684151,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2018,1.6273856,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2019,0.9927835,Undefined,0.0,100.0,100.0,100.0
Malta,MLT,2020,1.3582791,Very Low,0.0,100.0,100.0,100.0
Malta,MLT,2021,0.3796882,Undefined,0.0,100.0,100.0,100.0
Mauritania,MRT,1990,,,1.3957882,82.5,95.293,69.707
Mauritania,MRT,1991,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1992,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1993,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1994,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1995,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1996,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1997,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1998,,,0.0,82.5,95.293,69.707
Mauritania,MRT,1999,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2000,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2001,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2002,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2003,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2004,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2005,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2006,,,0.0,82.5,95.293,69.707
Mauritania,MRT,2007,,,0.12684242,82.5,95.293,69.707
Mauritania,MRT,2008,,,0.0,94.0,96.601,91.399
Mauritania,MRT,2009,,,0.030096686,94.0,96.601,91.399
Mauritania,MRT,2010,,,0.029244367,94.0,96.601,91.399
Mauritania,MRT,2011,,,0.0,94.0,96.601,91.399
Mauritania,MRT,2012,,,0.0,94.833,97.506,91.828
Mauritania,MRT,2013,,,0.0,85.833,92.312,78.355
Mauritania,MRT,2014,,,0.0,85.833,92.312,78.355
Mauritania,MRT,2015,,,0.0,85.833,92.312,78.355
Mauritania,MRT,2016,,,0.0,85.833,92.312,78.355
Mauritania,MRT,2017,,,0.0,89.167,95.097,82.903
Mauritania,MRT,2018,1.241011,Very Low,0.0,95.0,98.405,91.595
Mauritania,MRT,2019,1.0949284,Very Low,0.0,97.4,99.106,95.694
Mauritania,MRT,2020,1.0225395,Very Low,0.0,91.6,96.72,86.08
Mauritania,MRT,2021,,,0.04333712,91.6,96.72,86.08
Mauritius,MUS,1990,1.8343743,Very Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1991,2.6261942,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1992,2.7710388,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1993,1.8530742,Very Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1994,2.3536365,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1995,2.154787,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1996,2.899683,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1997,2.0265872,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1998,2.5944028,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,1999,1.9080597,Very Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2000,2.1382802,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2001,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2002,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2003,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2004,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2005,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2006,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2007,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2008,,,0.0,89.667,92.357,86.532
Mauritius,MUS,2009,2.9690573,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2010,2.5714352,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2011,2.4878802,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2012,2.1726573,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2013,2.7117248,Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2014,1.4704591,Very Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2015,1.6239377,Very Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2016,1.6229864,Very Low,0.0,89.667,92.357,86.532
Mauritius,MUS,2017,2.5487733,Low,0.0,88.143,91.855,84.431
Mauritius,MUS,2018,2.8563013,Low,0.0,88.143,91.855,84.431
Mauritius,MUS,2019,2.082885,Low,0.0,82.8,87.541,78.059
Mauritius,MUS,2020,2.6968145,Low,0.0,83.0,87.725,78.275
Mauritius,MUS,2021,2.6175704,Low,0.0,81.0,85.675,76.325
Mexico,MEX,1990,17.734856,High,0.012236843,96.0,99.662,92.338
Mexico,MEX,1991,18.149622,High,0.0011997371,96.0,99.662,92.338
Mexico,MEX,1992,19.523924,High,0.0,96.0,99.662,92.338
Mexico,MEX,1993,18.511583,High,0.0311604,96.0,99.662,92.338
Mexico,MEX,1994,17.934782,High,0.1641861,94.6,97.987,91.213
Mexico,MEX,1995,17.352533,High,0.0011114869,95.0,98.147,91.453
Mexico,MEX,1996,15.837478,High,0.04039894,95.0,98.147,91.453
Mexico,MEX,1997,14.54341,High,0.048292026,95.8,99.356,92.244
Mexico,MEX,1998,14.410036,High,0.0,95.8,99.356,92.244
Mexico,MEX,1999,12.71503,High,0.0,95.8,99.356,92.244
Mexico,MEX,2000,10.970289,High,0.0,90.8,97.877,83.723
Mexico,MEX,2001,10.347677,High,0.0,88.25,91.583,84.584
Mexico,MEX,2002,9.9963255,Medium,0.025763726,88.25,91.583,84.584
Mexico,MEX,2003,9.847764,Medium,0.0,88.25,91.583,84.584
Mexico,MEX,2004,8.974869,Medium,0.20395242,88.25,91.583,84.584
Mexico,MEX,2005,9.408928,Medium,0.19347055,88.25,91.583,84.584
Mexico,MEX,2006,9.77857,Medium,0.62589586,88.917,92.238,85.595
Mexico,MEX,2007,8.187218,Medium,1.7894245,88.5,91.733,85.267
Mexico,MEX,2008,12.769354,High,1.9884305,88.75,91.896,85.104
Mexico,MEX,2009,17.8326,High,3.2363968,86.167,89.321,82.679
Mexico,MEX,2010,22.88852,Very High,3.207965,85.5,89.211,81.558
Mexico,MEX,2011,23.839584,Very High,2.704325,85.5,89.211,81.558
Mexico,MEX,2012,22.432549,Very High,1.441827,85.5,89.211,81.558
Mexico,MEX,2013,19.663113,High,0.63858443,85.5,89.211,81.558
Mexico,MEX,2014,16.849691,High,1.3355128,85.5,89.211,81.558
Mexico,MEX,2015,17.28008,High,1.3424897,86.667,90.267,82.399
Mexico,MEX,2016,20.209972,Very High,1.0558001,86.667,90.267,82.399
Mexico,MEX,2017,26.114616,Very High,1.1779622,86.111,90.085,82.359
Mexico,MEX,2018,29.581371,Very High,7.0572753,87.143,90.867,83.419
Mexico,MEX,2019,29.308798,Very High,9.547084,87.143,90.867,83.419
Mexico,MEX,2020,29.185314,Very High,12.987477,86.429,90.112,82.746
Mexico,MEX,2021,28.175653,Very High,14.797348,89.167,93.078,85.255
Moldova,MDA,1990,6.4729276,Medium,0.0,,,
Moldova,MDA,1991,6.4574633,Medium,0.0,96.25,99.564,92.936
Moldova,MDA,1992,11.101465,High,13.014748,79.75,83.123,76.377
Moldova,MDA,1993,8.612078,Medium,0.0,79.75,83.123,76.377
Moldova,MDA,1994,8.945886,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,1995,9.010964,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,1996,9.028948,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,1997,9.42239,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,1998,8.613691,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,1999,9.084704,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2000,10.184465,High,0.0,77.6,84.017,69.983
Moldova,MDA,2001,9.784547,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2002,9.668144,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2003,7.791925,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2004,6.844584,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2005,7.3974442,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2006,6.6451116,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2007,5.5973377,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2008,6.1902905,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2009,6.560888,Medium,0.0,77.6,84.017,69.983
Moldova,MDA,2010,7.2046385,Medium,0.0,78.364,84.393,71.607
Moldova,MDA,2011,6.0081334,Medium,0.0,78.364,84.393,71.607
Moldova,MDA,2012,6.529443,Medium,0.0,78.364,84.393,71.607
Moldova,MDA,2013,6.7027063,Medium,0.0,77.125,85.758,67.992
Moldova,MDA,2014,4.822761,Low,0.0,77.125,85.758,67.992
Moldova,MDA,2015,5.7667875,Medium,0.0,77.125,85.758,67.992
Moldova,MDA,2016,6.201314,Medium,0.0,75.429,84.904,65.096
Moldova,MDA,2017,4.4332566,Low,0.0,75.429,84.904,65.096
Moldova,MDA,2018,5.283533,Medium,0.0,76.167,87.807,64.193
Moldova,MDA,2019,3.8913121,Low,0.0,74.4,88.063,60.737
Moldova,MDA,2020,3.0147362,Low,0.0,75.0,88.776,60.424
Moldova,MDA,2021,,,0.0,75.0,88.776,60.424
Mongolia,MNG,1990,,,0.0,97.0,99.649,94.351
Mongolia,MNG,1991,,,0.0,97.0,99.649,94.351
Mongolia,MNG,1992,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1993,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1994,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1995,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1996,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1997,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1998,,,0.0,98.545,99.935,97.156
Mongolia,MNG,1999,,,0.0,98.545,99.935,97.156
Mongolia,MNG,2000,,,0.0,98.545,99.935,97.156
Mongolia,MNG,2001,,,0.0,98.545,99.935,97.156
Mongolia,MNG,2002,,,0.0,98.545,99.935,97.156
Mongolia,MNG,2003,13.630294,High,0.0,98.545,99.935,97.156
Mongolia,MNG,2004,13.1208315,High,0.0,98.545,99.935,97.156
Mongolia,MNG,2005,15.551401,High,0.0,98.545,99.935,97.156
Mongolia,MNG,2006,13.01699,High,0.0,98.545,99.935,97.156
Mongolia,MNG,2007,11.321582,High,0.0,98.545,99.935,97.156
Mongolia,MNG,2008,8.048939,Medium,0.0,98.545,99.935,97.156
Mongolia,MNG,2009,8.212358,Medium,0.0,98.545,99.935,97.156
Mongolia,MNG,2010,8.843597,Medium,0.0,98.545,99.935,97.156
Mongolia,MNG,2011,9.694098,Medium,0.0,98.364,99.731,96.996
Mongolia,MNG,2012,7.1266165,Medium,0.0,98.545,99.914,97.177
Mongolia,MNG,2013,7.3106775,Medium,0.0,98.545,99.914,97.177
Mongolia,MNG,2014,7.337686,Medium,0.0,98.545,99.914,97.177
Mongolia,MNG,2015,7.21815,Medium,0.0,98.545,99.914,97.177
Mongolia,MNG,2016,6.0735,Medium,0.0,97.571,99.675,95.468
Mongolia,MNG,2017,6.169192,Medium,0.0,97.571,99.723,95.419
Mongolia,MNG,2018,6.194708,Medium,0.0,98.0,99.873,96.127
Mongolia,MNG,2019,6.341979,Medium,0.0,97.5,99.064,95.936
Mongolia,MNG,2020,6.2228036,Medium,0.0,97.667,99.204,96.129
Mongolia,MNG,2021,6.153327,Medium,0.0,97.667,99.204,96.129
Montenegro,MNE,1990,,,0.0,,,
Montenegro,MNE,1991,,,0.0,,,
Montenegro,MNE,1992,,,0.0,,,
Montenegro,MNE,1993,,,0.0,,,
Montenegro,MNE,1994,,,0.0,,,
Montenegro,MNE,1995,,,0.0,,,
Montenegro,MNE,1996,,,0.0,,,
Montenegro,MNE,1997,,,0.0,,,
Montenegro,MNE,1998,,,0.3155012,,,
Montenegro,MNE,1999,,,1.4201677,,,
Montenegro,MNE,2000,,,0.0,,,
Montenegro,MNE,2001,,,0.0,,,
Montenegro,MNE,2002,4.2671757,Low,0.0,,,
Montenegro,MNE,2003,,,0.0,,,
Montenegro,MNE,2004,,,0.0,,,
Montenegro,MNE,2005,,,0.0,,,
Montenegro,MNE,2006,,,0.0,99.767,99.983,99.551
Montenegro,MNE,2007,1.898967,Very Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2008,3.8006766,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2009,3.327091,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2010,2.3770134,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2011,3.3238997,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2012,2.6854098,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2013,1.5774226,Very Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2014,3.1531096,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2015,2.6815298,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2016,4.4215403,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2017,2.371774,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2018,2.2171035,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2019,3.6485002,Low,0.0,100.0,100.0,100.0
Montenegro,MNE,2020,2.861469,Low,0.0,99.857,99.984,99.73
Montenegro,MNE,2021,2.3890734,Low,0.0,100.0,100.0,100.0
Morocco,MAR,1990,0.36221838,Undefined,0.0,93.6,95.338,91.729
Morocco,MAR,1991,0.49623656,Undefined,0.0,93.6,95.338,91.729
Morocco,MAR,1992,0.5196712,Undefined,0.0,93.6,95.338,91.729
Morocco,MAR,1993,0.57349277,Undefined,0.0,93.6,95.338,91.729
Morocco,MAR,1994,0.7022485,Undefined,0.0,93.6,95.338,91.729
Morocco,MAR,1995,,,0.0,93.6,95.338,91.729
Morocco,MAR,1996,,,0.0,93.6,95.338,91.729
Morocco,MAR,1997,2.671814,Low,0.0,93.6,95.338,91.729
Morocco,MAR,1998,2.0005884,Low,0.0,93.6,95.338,91.729
Morocco,MAR,1999,1.9164569,Very Low,0.0,93.6,95.338,91.729
Morocco,MAR,2000,1.6144613,Very Low,0.0,93.6,95.338,91.729
Morocco,MAR,2001,1.8769381,Very Low,0.0,93.6,95.338,91.729
Morocco,MAR,2002,1.576694,Very Low,0.0,93.6,95.338,91.729
Morocco,MAR,2003,1.7194139,Very Low,0.114627585,93.6,95.338,91.729
Morocco,MAR,2004,1.5649388,Very Low,0.0,93.6,95.338,91.729
Morocco,MAR,2005,1.5411459,Very Low,0.0,93.6,95.338,91.729
Morocco,MAR,2006,1.6151514,Very Low,0.0,93.467,95.246,91.687
Morocco,MAR,2007,1.6553199,Very Low,0.0,93.467,95.246,91.687
Morocco,MAR,2008,1.3466102,Very Low,0.0,93.467,95.246,91.687
Morocco,MAR,2009,1.3481935,Very Low,0.0,93.467,95.246,91.687
Morocco,MAR,2010,1.3891941,Very Low,0.0,93.933,95.59,92.01
Morocco,MAR,2011,1.3402748,Very Low,0.0,93.933,95.59,92.01
Morocco,MAR,2012,1.1483511,Very Low,0.0,94.0,95.735,91.998
Morocco,MAR,2013,1.2690983,Very Low,0.0,93.455,95.632,90.914
Morocco,MAR,2014,1.0365386,Very Low,0.0,93.273,95.732,90.995
Morocco,MAR,2015,1.2427748,Very Low,0.0,92.7,95.216,90.184
Morocco,MAR,2016,1.6919576,Very Low,0.0,93.25,95.967,90.533
Morocco,MAR,2017,2.1419656,Low,0.0,93.125,95.836,90.414
Morocco,MAR,2018,1.419525,Very Low,0.0,91.571,94.661,88.482
Morocco,MAR,2019,1.7270631,Very Low,0.0,91.833,95.542,88.125
Morocco,MAR,2020,1.2483383,Very Low,0.0,91.833,95.542,88.125
Morocco,MAR,2021,1.9311379,Very Low,0.0,91.833,95.542,88.125
Mozambique,MOZ,1990,,,13.222123,58.2,68.026,50.374
Mozambique,MOZ,1991,,,14.460394,58.2,68.026,50.374
Mozambique,MOZ,1992,,,3.7707484,58.2,68.026,50.374
Mozambique,MOZ,1993,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,1994,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,1995,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,1996,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,1997,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,1998,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,1999,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,2000,,,0.0,92.1,95.954,87.246
Mozambique,MOZ,2001,6.037084,Medium,0.0,92.1,95.954,87.246
Mozambique,MOZ,2002,5.5630007,Medium,0.0,92.1,95.954,87.246
Mozambique,MOZ,2003,5.4412537,Medium,0.0,92.1,95.954,87.246
Mozambique,MOZ,2004,5.7376685,Medium,0.0,92.1,95.954,87.246
Mozambique,MOZ,2005,5.3881245,Medium,0.0,92.1,95.954,87.246
Mozambique,MOZ,2006,4.311346,Low,0.0,92.1,95.954,87.246
Mozambique,MOZ,2007,3.9895654,Low,0.0,92.1,95.954,87.246
Mozambique,MOZ,2008,4.554699,Low,0.0,92.1,95.954,87.246
Mozambique,MOZ,2009,3.668104,Low,0.0,92.1,95.954,87.246
Mozambique,MOZ,2010,3.7921925,Low,0.0,90.55,94.499,85.701
Mozambique,MOZ,2011,3.573169,Low,0.0,90.55,94.499,85.701
Mozambique,MOZ,2012,,,0.0,90.55,94.499,85.701
Mozambique,MOZ,2013,,,0.16632518,91.556,95.836,86.164
Mozambique,MOZ,2014,,,0.11521311,91.556,95.836,86.164
Mozambique,MOZ,2015,,,0.0,89.111,93.578,83.756
Mozambique,MOZ,2016,,,0.19858105,89.111,93.578,83.756
Mozambique,MOZ,2017,,,0.0,90.875,94.669,87.081
Mozambique,MOZ,2018,,,0.58455914,87.714,92.212,83.217
Mozambique,MOZ,2019,,,1.961328,86.857,91.782,81.932
Mozambique,MOZ,2020,,,5.211968,86.571,90.726,82.417
Mozambique,MOZ,2021,,,3.064494,83.857,87.687,80.028
Myanmar,MMR,1990,5.102301,Medium,1.7331862,79.0,82.933,75.067
Myanmar,MMR,1991,,,3.3406637,79.0,82.933,75.067
Myanmar,MMR,1992,,,2.859027,77.0,79.976,74.024
Myanmar,MMR,1993,,,0.28955472,77.0,79.976,74.024
Myanmar,MMR,1994,,,1.6722916,77.0,79.976,74.024
Myanmar,MMR,1995,3.7616441,Low,3.295228,79.0,82.896,75.104
Myanmar,MMR,1996,,,1.2804164,79.0,82.896,75.104
Myanmar,MMR,1997,,,1.7079027,79.0,82.896,75.104
Myanmar,MMR,1998,,,1.1299261,79.0,82.896,75.104
Myanmar,MMR,1999,,,0.7060133,79.0,82.896,75.104
Myanmar,MMR,2000,2.2859862,Low,1.54595,79.0,82.896,75.104
Myanmar,MMR,2001,1.9906627,Very Low,0.66717625,72.636,76.909,67.819
Myanmar,MMR,2002,1.7512822,Very Low,0.9229729,72.636,76.909,67.819
Myanmar,MMR,2003,1.6281545,Very Low,0.4645781,72.636,76.909,67.819
Myanmar,MMR,2004,1.5695487,Very Low,0.29363027,72.636,76.909,67.819
Myanmar,MMR,2005,1.4164641,Very Low,0.74385315,72.636,76.909,67.819
Myanmar,MMR,2006,1.6157784,Very Low,0.8609167,72.636,76.909,67.819
Myanmar,MMR,2007,1.5460626,Very Low,1.3107471,73.591,78.032,68.513
Myanmar,MMR,2008,1.6232471,Very Low,0.18879741,73.591,78.032,68.513
Myanmar,MMR,2009,1.793298,Very Low,0.3978306,71.818,75.93,67.342
Myanmar,MMR,2010,1.6217533,Very Low,0.29762515,75.65,79.748,70.652
Myanmar,MMR,2011,2.118707,Low,1.5985693,76.9,81.353,71.847
