Country,ISO Code,Year,Echelon_Armed Conflict Deaths,Echelon_Homicide Rate,Echelon_Territorial Control,Echelon_TC Upper Est.,Echelon_TC Lower Est.
Tajikistan,TJK,1992,5,5,1,1,1
Tajikistan,TJK,1993,5,5,1,1,1
Tajikistan,TJK,1994,5,5,1,1,1
Tajikistan,TJK,1995,5,4,1,2,1
Tajikistan,TJK,1996,5,4,1,2,1
Tajikistan,TJK,1997,5,4,2,3,1
Tajikistan,TJK,1998,5,4,2,3,1
Tajikistan,TJK,1999,5,4,2,3,1
Tajikistan,TJK,2000,5,4,2,3,1
Tajikistan,TJK,2001,1,3,2,3,1
Tajikistan,TJK,2002,1,3,2,3,1
Tajikistan,TJK,2003,1,3,2,2,2
Tajikistan,TJK,2004,1,3,2,2,2
Tajikistan,TJK,2005,1,3,2,2,2
Tajikistan,TJK,2006,1,3,2,2,2
Tajikistan,TJK,2007,1,2,2,2,2
Tajikistan,TJK,2008,1,2,2,2,2
Tajikistan,TJK,2009,1,2,2,2,2
Tajikistan,TJK,2010,5,3,2,2,2
Tajikistan,TJK,2011,5,2,2,2,2
Tajikistan,TJK,2020,1,1,3,3,3
Tanzania,TZA,1995,1,4,2,2,2
Tanzania,TZA,1996,1,4,2,2,2
Tanzania,TZA,1997,5,4,2,2,2
Tanzania,TZA,2003,1,4,2,2,2
Tanzania,TZA,2004,1,4,2,2,2
Tanzania,TZA,2010,1,4,2,2,2
Tanzania,TZA,2011,1,4,2,2,2
Tanzania,TZA,2012,1,4,2,2,2
Tanzania,TZA,2013,1,4,2,2,2
Tanzania,TZA,2015,1,4,2,2,3
Tanzania,TZA,2016,5,4,2,2,3
Tanzania,TZA,2017,5,4,3,2,3
Tanzania,TZA,2018,1,4,3,2,3
Tanzania,TZA,2019,5,4,3,2,3
Tanzania,TZA,2020,5,3,3,2,3
Thailand,THA,1990,5,4,2,2,2
Thailand,THA,1991,5,4,2,2,2
Thailand,THA,1992,5,5,2,2,2
Thailand,THA,1993,5,4,2,2,2
Thailand,THA,1994,5,4,2,2,2
Thailand,THA,1995,5,4,2,2,2
Thailand,THA,1996,5,4,2,2,2
Thailand,THA,1997,5,4,2,2,2
Thailand,THA,1998,5,4,2,2,2
Thailand,THA,1999,5,4,2,2,2
Thailand,THA,2000,5,4,2,2,2
Thailand,THA,2001,5,4,2,2,2
Thailand,THA,2002,5,4,2,2,2
Thailand,THA,2003,5,4,2,2,2
Thailand,THA,2004,5,4,2,2,2
Thailand,THA,2005,5,4,3,2,3
Thailand,THA,2006,5,4,3,2,3
Thailand,THA,2007,5,4,3,2,3
Thailand,THA,2008,5,4,3,2,3
Thailand,THA,2009,5,4,3,2,3
Thailand,THA,2010,5,4,3,2,3
Thailand,THA,2011,5,4,3,2,3
Trinidad and Tobago,TTO,2000,1,4,4,4,4
Trinidad and Tobago,TTO,2001,1,5,4,4,4
Trinidad and Tobago,TTO,2002,1,5,4,4,4
Trinidad and Tobago,TTO,2003,1,5,4,4,4
Trinidad and Tobago,TTO,2004,1,5,4,4,4
Trinidad and Tobago,TTO,2005,1,5,4,4,4
Trinidad and Tobago,TTO,2006,1,5,4,4,4
Trinidad and Tobago,TTO,2007,1,5,4,4,4
Trinidad and Tobago,TTO,2008,1,5,4,4,4
Trinidad and Tobago,TTO,2009,1,5,4,4,4
Trinidad and Tobago,TTO,2010,1,5,4,4,4
Trinidad and Tobago,TTO,2011,1,5,4,4,4
Trinidad and Tobago,TTO,2012,1,5,4,4,4
Trinidad and Tobago,TTO,2013,1,5,3,3,3
Trinidad and Tobago,TTO,2014,1,5,3,3,3
Trinidad and Tobago,TTO,2015,1,5,3,3,3
Trinidad and Tobago,TTO,2016,1,5,3,3,3
Trinidad and Tobago,TTO,2017,1,5,3,2,3
Trinidad and Tobago,TTO,2018,1,5,3,2,3
Trinidad and Tobago,TTO,2019,1,5,2,2,2
Trinidad and Tobago,TTO,2020,1,5,2,2,2
Trinidad and Tobago,TTO,2021,1,5,2,2,2
Tunisia,TUN,2004,1,2,2,2,1
Tunisia,TUN,2005,1,3,2,2,1
Tunisia,TUN,2006,1,3,2,2,1
Tunisia,TUN,2007,1,3,2,2,1
Tunisia,TUN,2008,1,3,2,2,1
Tunisia,TUN,2009,1,3,2,2,1
Tunisia,TUN,2010,1,3,2,2,1
Tunisia,TUN,2012,1,3,1,1,1
Tunisia,TUN,2019,1,4,2,2,2
Tunisia,TUN,2020,1,4,2,2,2
Turkey,TUR,2003,5,3,3,3,3
Turkey,TUR,2004,5,3,3,3,3
Turkey,TUR,2005,5,4,3,3,3
Turkey,TUR,2006,5,4,3,3,3
Turkey,TUR,2007,5,4,3,3,3
Turkey,TUR,2008,5,4,3,3,3
Turkey,TUR,2010,5,3,3,3,3
Turkey,TUR,2011,5,3,3,3,3
Turkey,TUR,2012,5,3,3,3,3
Turkey,TUR,2015,5,3,2,2,2
Turkey,TUR,2016,5,3,2,2,2
Turkey,TUR,2017,5,3,2,2,1
Turkey,TUR,2018,5,3,2,3,2
Turkey,TUR,2019,5,3,2,2,2
Turkey,TUR,2020,5,3,2,3,2
Turkey,TUR,2021,5,3,2,3,2
Turkmenistan,TKM,1991,1,4,4,4,4
Turkmenistan,TKM,1992,1,4,4,4,4
Turkmenistan,TKM,1993,1,4,4,4,4
Turkmenistan,TKM,1994,1,4,4,4,4
Turkmenistan,TKM,1995,1,4,4,4,4
Turkmenistan,TKM,1996,1,4,4,4,4
Turkmenistan,TKM,1997,1,4,4,4,4
Turkmenistan,TKM,1998,1,4,4,4,4
Turkmenistan,TKM,1999,1,4,4,4,4
Turkmenistan,TKM,2000,1,4,4,4,4
Turkmenistan,TKM,2001,1,4,4,4,4
Turkmenistan,TKM,2002,1,4,4,4,4
Turkmenistan,TKM,2003,1,4,4,4,4
Turkmenistan,TKM,2004,1,3,4,4,4
Turkmenistan,TKM,2005,1,3,4,4,4
Turkmenistan,TKM,2006,1,3,4,4,4
Turkmenistan,TKM,2010,1,2,4,4,4
Turkmenistan,TKM,2011,5,2,4,4,4
Turkmenistan,TKM,2012,1,2,4,4,4
Turkmenistan,TKM,2013,5,2,4,4,4
Turkmenistan,TKM,2014,1,2,4,4,4
Turkmenistan,TKM,2015,1,1,4,4,4
Uganda,UGA,1995,5,4,1,1,1
Uganda,UGA,1996,5,4,1,1,1
Uganda,UGA,1997,5,4,1,1,1
Uganda,UGA,2007,5,4,2,2,2
Uganda,UGA,2008,5,4,2,2,2
Uganda,UGA,2009,5,5,2,2,2
Uganda,UGA,2010,5,4,3,3,3
Uganda,UGA,2011,5,5,3,3,3
Uganda,UGA,2012,5,5,3,3,3
Uganda,UGA,2013,5,5,3,3,3
Uganda,UGA,2014,1,5,3,3,3
Uganda,UGA,2016,5,5,3,3,3
Uganda,UGA,2017,5,5,3,3,3
Uganda,UGA,2018,1,5,3,3,3
Uganda,UGA,2019,5,5,3,3,3
Uganda,UGA,2020,5,5,3,3,3
Uganda,UGA,2021,5,4,3,3,3
Ukraine,UKR,1991,1,4,4,4,4
Ukraine,UKR,1992,1,4,3,3,4
Ukraine,UKR,1993,1,4,3,3,4
Ukraine,UKR,1994,1,4,2,2,2
Ukraine,UKR,1995,1,4,2,2,2
Ukraine,UKR,1996,1,4,4,4,4
Ukraine,UKR,1997,1,4,4,4,4
Ukraine,UKR,1998,1,4,4,4,4
Ukraine,UKR,1999,1,4,4,4,4
Ukraine,UKR,2000,1,4,4,4,4
Ukraine,UKR,2001,1,5,4,4,4
Ukraine,UKR,2002,1,4,4,4,4
Ukraine,UKR,2003,1,4,4,4,4
Ukraine,UKR,2004,1,4,1,1,1
Ukraine,UKR,2005,1,4,2,2,1
Ukraine,UKR,2006,1,4,3,3,3
Ukraine,UKR,2007,1,4,3,3,3
Ukraine,UKR,2008,1,4,3,3,3
Ukraine,UKR,2009,1,4,3,3,3
Ukraine,UKR,2010,1,3,3,3,3
Ukraine,UKR,2012,1,4,3,3,3
Ukraine,UKR,2014,5,4,1,1,1
Ukraine,UKR,2017,5,4,1,1,1
Ukraine,UKR,2018,5,4,1,1,1
Ukraine,UKR,2019,5,3,1,1,1
Ukraine,UKR,2020,5,3,1,1,1
Ukraine,UKR,2021,5,3,1,1,1
United Arab Emirates,ARE,2010,1,1,2,2,3
United Arab Emirates,ARE,2011,1,1,2,2,3
United Arab Emirates,ARE,2012,1,1,2,2,3
United Arab Emirates,ARE,2013,1,1,2,2,3
United Arab Emirates,ARE,2014,1,1,2,2,3
United Arab Emirates,ARE,2015,1,1,2,2,3
United Arab Emirates,ARE,2019,1,1,2,2,2
United Arab Emirates,ARE,2020,1,1,2,2,3
United Arab Emirates,ARE,2021,1,1,2,2,3
United Kingdom,GBR,1990,5,2,4,3,4
United Kingdom,GBR,1991,5,2,4,3,4
United Kingdom,GBR,1992,1,2,4,3,4
United Kingdom,GBR,1993,5,2,4,3,4
United Kingdom,GBR,1994,1,2,4,3,4
United Kingdom,GBR,1995,1,2,4,3,4
United Kingdom,GBR,1996,1,2,4,3,4
United Kingdom,GBR,1997,1,2,4,3,4
United Kingdom,GBR,1998,5,2,4,3,4
United Kingdom,GBR,1999,1,2,4,3,4
United Kingdom,GBR,2000,1,2,4,3,4
United Kingdom,GBR,2001,1,2,4,3,4
United Kingdom,GBR,2002,1,2,4,3,4
United Kingdom,GBR,2003,1,2,4,3,4
United Kingdom,GBR,2004,1,2,4,3,4
United Kingdom,GBR,2005,5,2,4,3,4
United Kingdom,GBR,2006,1,2,4,3,4
United Kingdom,GBR,2007,1,2,4,3,4
United Kingdom,GBR,2008,1,2,4,3,4
United Kingdom,GBR,2009,1,2,4,4,4
United Kingdom,GBR,2010,1,2,4,4,4
United Kingdom,GBR,2011,1,1,4,4,4
United Kingdom,GBR,2012,1,1,4,4,4
United Kingdom,GBR,2013,1,1,4,4,4
United Kingdom,GBR,2014,1,1,4,4,4
United Kingdom,GBR,2015,1,1,4,4,4
United Kingdom,GBR,2016,1,2,4,4,4
United Kingdom,GBR,2017,1,2,4,4,4
United Kingdom,GBR,2018,1,2,4,4,4
United Kingdom,GBR,2019,5,2,4,4,4
United Kingdom,GBR,2020,1,1,3,4,2
United States,USA,1990,1,4,4,4,4
United States,USA,1991,1,4,4,4,4
United States,USA,1992,1,4,4,4,4
United States,USA,1993,1,4,4,4,4
United States,USA,1994,1,4,4,4,4
United States,USA,1995,1,4,4,4,4
United States,USA,1996,1,4,4,4,4
United States,USA,1997,1,4,4,4,4
United States,USA,1998,1,4,4,4,4
United States,USA,1999,1,4,4,4,4
United States,USA,2000,1,4,4,4,4
United States,USA,2001,5,4,4,4,4
United States,USA,2002,1,4,4,4,4
United States,USA,2006,1,4,4,4,4
United States,USA,2007,1,4,4,4,4
United States,USA,2008,1,4,4,4,4
United States,USA,2009,1,4,4,4,4
United States,USA,2010,5,4,4,4,4
United States,USA,2011,1,4,4,4,4
United States,USA,2012,1,4,4,4,4
United States,USA,2013,1,4,4,4,4
United States,USA,2014,5,3,4,4,4
United States,USA,2015,5,4,4,4,4
United States,USA,2016,1,4,4,4,4
United States,USA,2017,5,4,3,3,3
United States,USA,2018,1,4,3,3,3
United States,USA,2019,5,4,3,3,3
United States,USA,2020,1,4,3,3,3
United States,USA,2021,5,4,3,3,3
Uruguay,URY,1990,1,4,4,4,4
Uruguay,URY,1991,1,4,4,4,4
Uruguay,URY,1992,1,4,4,4,4
Uruguay,URY,1995,1,4,4,4,4
Uruguay,URY,1996,1,4,4,4,4
Uruguay,URY,1997,1,4,4,4,4
Uruguay,URY,1998,1,4,4,4,4
Uruguay,URY,1999,1,4,4,4,4
Uruguay,URY,2000,1,4,4,4,4
Uruguay,URY,2001,1,4,4,4,4
Uruguay,URY,2002,1,4,4,4,4
Uruguay,URY,2003,1,4,4,4,4
Uruguay,URY,2004,1,4,4,4,4
Uruguay,URY,2005,1,4,4,4,4
Uruguay,URY,2006,1,4,4,4,4
Uruguay,URY,2007,1,4,4,4,4
Uruguay,URY,2008,1,4,4,4,4
Uruguay,URY,2009,1,4,4,4,4
Uruguay,URY,2010,1,4,4,4,4
Uruguay,URY,2011,1,4,4,4,4
Uruguay,URY,2012,1,4,4,4,4
Uruguay,URY,2013,1,4,4,4,4
Uruguay,URY,2014,1,4,4,4,4
Uruguay,URY,2015,1,4,4,4,4
Uruguay,URY,2016,1,4,4,4,4
Uruguay,URY,2017,1,4,4,4,4
Uruguay,URY,2018,1,5,4,4,4
Uruguay,URY,2019,1,5,4,4,4
Uruguay,URY,2020,1,4,4,4,4
Uruguay,URY,2021,1,4,5,5,5
Uzbekistan,UZB,1991,1,4,2,2,2
Uzbekistan,UZB,1992,1,4,3,2,3
Uzbekistan,UZB,1993,1,4,3,2,3
Uzbekistan,UZB,1994,1,4,3,2,3
Uzbekistan,UZB,1995,1,4,3,2,3
Uzbekistan,UZB,1996,1,4,3,3,3
Uzbekistan,UZB,1997,1,3,3,3,3
Uzbekistan,UZB,1998,1,3,3,3,3
Uzbekistan,UZB,1999,5,3,3,3,3
Uzbekistan,UZB,2000,5,3,3,3,3
Uzbekistan,UZB,2001,1,3,3,3,3
Uzbekistan,UZB,2002,1,3,3,3,3
Uzbekistan,UZB,2003,1,3,3,3,3
Uzbekistan,UZB,2004,5,3,3,3,3
Uzbekistan,UZB,2005,1,3,3,3,3
Uzbekistan,UZB,2006,1,3,4,3,4
Uzbekistan,UZB,2007,1,3,4,3,4
Uzbekistan,UZB,2008,1,3,4,3,4
Uzbekistan,UZB,2015,1,2,4,4,4
Uzbekistan,UZB,2016,1,3,4,4,4
Uzbekistan,UZB,2017,1,2,5,5,5
Uzbekistan,UZB,2018,1,2,5,5,5
Uzbekistan,UZB,2019,1,2,5,5,5
Uzbekistan,UZB,2020,1,2,5,5,5
Uzbekistan,UZB,2021,1,2,4,4,4
Vanuatu,VUT,2019,1,1,4,4,4
Vanuatu,VUT,2020,1,1,4,4,4
Venezuela,VEN,1990,5,5,2,2,2
Venezuela,VEN,1991,5,5,2,2,2
Venezuela,VEN,1992,5,5,2,2,2
Venezuela,VEN,1993,5,5,2,2,2
Venezuela,VEN,1994,5,5,2,2,2
Venezuela,VEN,1995,5,5,2,2,2
Venezuela,VEN,1996,5,5,2,2,2
Venezuela,VEN,1997,5,5,2,2,2
Venezuela,VEN,1998,5,5,2,2,2
Venezuela,VEN,1999,5,5,2,2,2
Venezuela,VEN,2000,5,5,2,1,2
Venezuela,VEN,2001,5,5,2,1,2
Venezuela,VEN,2002,5,5,2,1,2
Venezuela,VEN,2003,5,5,2,1,2
Venezuela,VEN,2004,5,5,2,1,2
Venezuela,VEN,2005,5,5,2,1,2
Venezuela,VEN,2006,1,5,2,1,2
Venezuela,VEN,2007,5,5,2,1,2
Venezuela,VEN,2008,5,5,2,1,2
Venezuela,VEN,2009,5,5,2,1,2
Venezuela,VEN,2010,5,5,2,1,2
Venezuela,VEN,2011,5,5,2,1,2
Venezuela,VEN,2012,5,5,2,1,2
Venezuela,VEN,2014,5,5,1,1,1
Venezuela,VEN,2015,5,5,1,1,1
Venezuela,VEN,2016,5,5,1,1,1
Venezuela,VEN,2017,5,5,1,1,1
Venezuela,VEN,2019,5,5,1,1,1
Venezuela,VEN,2020,1,5,1,1,1
Venezuela,VEN,2021,5,5,1,2,1
Vietnam,VNM,2001,1,2,3,3,4
Vietnam,VNM,2002,1,2,3,3,4
Vietnam,VNM,2003,1,2,3,3,4
Vietnam,VNM,2004,1,2,3,3,4
Vietnam,VNM,2005,1,2,2,3,2
Vietnam,VNM,2006,1,2,2,3,2
Vietnam,VNM,2007,1,2,2,3,2
Vietnam,VNM,2008,1,2,2,3,2
Vietnam,VNM,2009,1,2,2,3,2
Vietnam,VNM,2010,1,2,2,3,2
Vietnam,VNM,2011,1,2,2,3,2
Yemen,YEM,1998,1,3,1,1,1
Yemen,YEM,1999,1,4,1,1,1
Yemen,YEM,2000,1,3,1,1,1
Yemen,YEM,2003,1,3,1,1,1
Yemen,YEM,2004,5,3,1,1,1
Yemen,YEM,2009,5,3,1,1,1
Yemen,YEM,2010,5,3,1,1,1
Yemen,YEM,2011,5,4,1,1,1
Yemen,YEM,2012,5,4,1,1,1
Yemen,YEM,2013,5,4,1,1,1
Zambia,ZMB,1990,5,4,4,4,4
Zambia,ZMB,1991,1,4,4,4,4
Zambia,ZMB,1992,1,4,4,4,4
Zambia,ZMB,1993,5,4,4,4,4
Zambia,ZMB,1994,1,4,4,4,4
Zambia,ZMB,1998,1,4,4,4,4
Zambia,ZMB,1999,1,5,4,4,4
Zambia,ZMB,2000,5,4,4,4,4
Zambia,ZMB,2008,1,4,3,3,3
Zambia,ZMB,2009,1,4,3,3,3
Zambia,ZMB,2010,1,4,3,3,3
Zambia,ZMB,2011,1,4,3,3,3
Zambia,ZMB,2012,1,4,3,3,3
Zambia,ZMB,2013,1,4,4,4,3
Zambia,ZMB,2014,1,4,4,4,3
Zambia,ZMB,2015,1,4,4,4,3
Zimbabwe,ZWE,1990,5,4,5,4,5
Zimbabwe,ZWE,2001,1,5,5,4,5
Zimbabwe,ZWE,2002,1,5,5,4,5
Zimbabwe,ZWE,2003,1,5,5,4,5
Zimbabwe,ZWE,2004,1,5,5,4,5
Zimbabwe,ZWE,2005,1,5,5,4,5
Zimbabwe,ZWE,2006,1,4,5,4,5
Zimbabwe,ZWE,2010,1,4,5,4,5
Zimbabwe,ZWE,2012,1,4,5,4,5
Zimbabwe,ZWE,2018,1,4,4,4,4
Zimbabwe,ZWE,2019,1,4,4,4,4
Zimbabwe,ZWE,2020,1,4,5,5,5
Zimbabwe,ZWE,2021,1,4,4,4,4
